Kreis,Datum,Länge (h),TO-Punkte,AfD-Anträge,Kooperation,Inhaltlich,Personell,Organisatorisch,Notizen,Person
6439,5/11/2021,5.2,39,0,1,0,1,0,,Merle
6439,6/29/2021,3.25,40,0,0,0,0,0,,Merle
6439,9/21/2021,5.07,21,3,1,0,1,0,,Merle
6439,11/2/2021,4.4,24,2,1,1,0,0,,Merle
6439,12/14/2021,4.15,17,0,0,0,0,0,,Merle
6439,3/8/2022,3.35,8,2,0,0,0,0,,Merle
6439,5/24/2022,3.4,18,0,0,0,0,0,,Merle
6439,7/19/2022,2.3,5,1,1,1,0,0,,Merle
6439,9/27/2022,2.55,12,3,0,0,0,0,,Merle
6439,11/1/2022,4.4,25,0,0,0,0,0,,Merle
6439,12/20/2022,3,9,0,0,0,0,0,,Merle
6439,3/7/2023,5,17,1,0,0,0,0,,Merle
6439,5/16/2023,5.15,18,1,0,0,0,0,,Merle
6439,7/11/2023,3.07,18,1,0,0,0,0,,Merle
6439,9/12/2023,2.49,16,0,0,0,0,0,,Merle
6439,10/31/2023,3.07,16,1,0,0,0,0,,Merle
6439,12/4/2023,2.4,20,0,0,0,0,0,,Merle
6439,2/27/2024,3.2,17,0,0,0,0,0,,Merle
6439,4/30/2024,1.35,12,0,0,0,0,0,,Merle
6439,6/17/2024,2.15,14,0,0,0,0,0,,Merle
6438,9/11/2019,2,29,1,0,0,0,0,,Merle
6438,10/30/2019,3,25,1,0,0,0,0,,Merle
6438,12/4/2019,2.5,22,0,0,0,0,0,,Merle
6438,2/19/2020,6.35,18,1,0,0,0,0,,Merle
6438,6/24/2020,5,36,0,0,0,0,0,,Merle
6438,9/9/2020,3.45,21,0,0,0,0,0,,Merle
6438,12/9/2020,4,25,1,1,1,0,0,,Merle
6438,2/10/2021,3.4,17,0,0,0,0,0,,Merle
6438,4/28/2021,3.5,36,0,0,0,0,0,,Merle
6438,5/26/2021,3.35,16,0,0,0,0,0,,Merle
6438,7/7/2021,4.3,20,0,0,0,0,0,,Merle
6438,9/29/2021,2.3,16,0,0,0,0,0,,Merle
6438,11/3/2021,1,12,0,0,0,0,0,,Merle
6438,12/8/2021,4.2,22,2,0,0,0,0,,Merle
6438,2/9/2022,6,14,0,0,0,0,0,,Merle
6438,4/6/2022,3.15,22,0,0,0,0,0,,Merle
6438,6/8/2022,2.15,16,0,0,0,0,0,,Merle
6438,7/20/2022,4.5,12,0,0,0,0,0,,Merle
6438,10/19/2022,2.3,26,1,0,0,0,0,,Merle
6438,12/7/2022,3.45,23,1,0,0,0,0,,Merle
6438,2/1/2023,5.1,13,0,0,0,0,0,,Merle
6438,3/29/2023,2.15,20,0,0,0,0,0,,Merle
6438,5/31/2023,2.4,18,0,0,0,0,0,,Merle
6438,7/19/2023,1.45,17,0,0,0,0,0,,Merle
6438,10/18/2023,2.1,19,0,0,0,0,0,,Merle
6438,12/6/2023,2.05,23,0,0,0,0,0,,Merle
6438,2/28/2024,6.15,13,0,0,0,0,0,,Merle
6438,2/29/2024,2.05,5,0,0,0,0,0,,Merle
6438,5/22/2024,1.4,16,0,0,0,0,0,,Merle
6437,9/9/2019,1.18,5,0,0,0,0,0,,Merle
6437,11/4/2019,1.52,11,0,0,0,0,0,,Merle
6437,12/16/2019,1.52,12,0,0,0,0,0,,Merle
6437,2/17/2020,3.17,5,0,0,0,0,0,,Merle
6437,6/29/2020,1.48,9,0,0,0,0,0,,Merle
6437,9/7/2020,3.52,13,0,0,0,0,0,,Merle
6437,12/14/2020,2.07,16,0,0,0,0,0,,Merle
6437,1/25/2021,1.4,4,0,0,0,0,0,,Merle
6437,5/31/2021,3.27,18,0,0,0,0,0,,Merle
6437,7/5/2021,5.16,20,0,1,0,1,0,,Merle
6437,9/6/2021,3.1,15,0,0,0,0,0,,Merle
6437,11/15/2021,1.45,6,0,0,0,0,0,"Die AfD hat ab dieser Sitzung keinen Fraktionsstatus mehr, Austritt aus der Partei",Merle
6437,12/13/2021,2.08,10,0,0,0,0,0,,Merle
6437,1/31/2022,3.05,8,0,0,0,0,0,,Merle
6437,3/14/2022,2.55,6,0,0,0,0,0,,Merle
6437,5/23/2022,2,9,0,0,0,0,0,,Merle
6437,7/18/2022,1,4,0,0,0,0,0,,Merle
6437,9/5/2022,2.56,11,0,0,0,0,0,,Merle
6437,10/17/2022,1.3,7,0,0,0,0,0,,Merle
6437,12/12/2022,2.18,16,0,0,0,0,0,,Merle
6437,1/30/2023,2.49,7,0,0,0,0,0,,Merle
6437,3/13/2023,3.1,9,0,0,0,0,0,,Merle
6437,5/15/2023,1.37,3,0,0,0,0,0,,Merle
6437,10/16/2023,2,9,0,0,0,0,0,,Merle
6437,12/11/2023,1.37,6,0,0,0,0,0,,Merle
6437,1/29/2024,1.3,5,0,0,0,0,0,,Merle
6437,3/4/2024,0.4,6,0,0,0,0,0,,Merle
6437,4/29/2024,1.46,5,0,0,0,0,0,,Merle
6436,9/9/2019,2.14,11,0,0,0,0,0,,Merle
6436,11/4/2019,4.15,19,0,0,0,0,0,,Merle
6436,12/16/2019,4.28,20,13,0,0,0,0,,Merle
6436,3/2/2020,2.24,19,1,0,0,0,0,,Merle
6436,4/27/2020,NA,NA,NA,NA,NA,NA,NA,Es liegt keine Niederschrift vor ,Merle
6436,6/15/2020,5.05,34,2,0,0,0,0,,Merle
6436,9/7/2020,3,21,1,0,0,0,0,,Merle
6436,11/2/2020,3.15,17,1,0,0,0,0,,Merle
6436,12/14/2020,1.5,18,1,1,1,0,0,,Merle
6436,1/18/2021,3,16,1,0,0,0,0,,Merle
6436,2/22/2021,2.5,15,6,0,0,0,0,,Merle
6436,4/26/2021,2.07,4,0,0,0,0,0,,Merle
6436,7/12/2021,6.05,35,0,0,0,0,0,,Merle
6436,9/27/2021,3,12,0,0,0,0,0,,Merle
6436,11/1/2021,2.3,11,0,0,0,0,0,,Merle
6436,12/13/2021,5.55,20,1,1,1,0,0,,Merle
6436,2/21/2022,2.02,12,0,0,0,0,0,,Merle
6436,4/4/2022,1.05,24,0,0,0,0,0,,Merle
6436,4/25/2022,2.47,14,1,0,0,0,0,,Merle
6436,7/4/2022,4.12,25,0,0,0,0,0,,Merle
6436,9/26/2022,3.09,27,1,0,0,0,0,,Merle
6436,10/31/2022,0.31,9,0,0,0,0,0,,Merle
6436,12/19/2022,2.3,21,0,0,0,0,0,,Merle
6436,1/16/2023,1.59,4,0,0,0,0,0,,Merle
6436,3/6/2023,4.29,14,3,1,1,0,0,,Merle
6436,4/24/2023,1.39,10,0,0,0,0,0,,Merle
6436,7/3/2023,4.06,17,0,0,0,0,0,,Merle
6436,9/25/2023,2.13,22,0,0,0,0,0,,Merle
6436,12/18/2023,4.11,23,1,0,0,0,0,,Merle
6436,3/11/2024,4.33,15,6,1,1,0,0,,Merle
6436,6/24/2024,2.59,18,0,0,0,0,0,,Merle
6435,9/13/2019,5.35,6,1,0,0,0,0,,Merle
6435,10/25/2019,6.45,6,1,0,0,0,0,,Merle
6435,11/29/2019,2.2,2,1,0,0,0,0,,Merle
6435,12/13/2019,5.25,6,4,1,1,0,0,,Merle
6435,2/21/2020,1.15,6,0,0,0,0,0,,Merle
6435,9/25/2020,5.5,7,1,1,1,0,0,,Merle
6435,12/4/2020,3.5,6,0,0,0,0,0,,Merle
6435,2/5/2021,5,6,2,0,0,0,0,,Merle
6435,4/23/2021,2.1,10,0,0,0,0,0,,Merle
6435,6/11/2021,6.2,8,1,0,0,0,0,,Merle
6435,7/16/2021,3.1,7,1,0,0,0,0,,Merle
6435,10/29/2021,5.5,7,0,0,0,0,0,,Merle
6435,12/17/2021,5.35,6,5,1,1,0,0,,Merle
6435,2/25/2022,3.1,6,1,1,1,0,0,,Merle
6435,5/20/2022,4.5,6,2,1,1,0,0,,Merle
6435,7/8/2022,3.5,6,3,1,1,0,0,,Merle
6435,10/14/2022,5.5,7,2,0,0,0,0,,Merle
6435,12/2/2022,4.35,6,4,0,0,0,0,,Merle
6435,2/17/2023,3.5,7,6,6,6,0,0,,Merle
6435,4/28/2023,4.3,8,0,0,0,0,0,,Merle
6435,7/14/2023,5.45,7,0,0,0,0,0,,Merle
6435,11/3/2023,3.15,7,1,1,1,0,0,,Merle
6435,12/15/2023,3.45,6,2,0,0,0,0,,Merle
6435,2/23/2024,6.25,6,8,4,4,0,0,,Merle
6435,4/26/2024,3,7,0,0,0,0,0,,Merle
6435,6/21/2024,1.3,7,0,0,0,0,0,,Merle
6434,7/1/2019,3.01,5,0,0,0,0,0,,Merle
6434,9/16/2019,3.4,5,5,3,3,0,0,,Merle
6434,11/18/2019,2.46,5,0,0,0,0,0,,Merle
6434,12/16/2019,1.5,5,0,0,0,0,0,,Merle
6434,6/29/2020,2.55,5,1,0,0,0,0,,Merle
6434,9/21/2020,0.47,5,0,0,0,0,0,,Merle
6434,11/16/2020,1.41,5,0,0,0,0,0,,Merle
6434,12/14/2020,1.05,5,1,0,0,0,0,,Merle
6434,2/8/2021,1.46,5,0,0,0,0,0,,Merle
6434,5/10/2021,2,11,0,0,0,0,0,,Merle
6434,6/7/2021,2.54,5,1,0,0,0,0,,Merle
6434,7/12/2021,3.29,5,1,0,0,0,0,,Merle
6434,9/20/2021,2.22,5,0,0,0,0,0,,Merle
6434,11/15/2021,2.09,5,0,0,0,0,0,,Merle
6434,12/13/2021,2.3,5,2,0,0,0,0,,Merle
6434,2/21/2022,1.46,5,0,0,0,0,0,,Merle
6434,5/23/2022,2.23,5,2,0,0,0,0,,Merle
6434,7/18/2022,2.03,5,0,0,0,0,0,,Merle
6434,9/26/2022,2.27,5,3,0,0,0,0,,Merle
6434,11/21/2022,1.47,5,2,0,0,0,0,,Merle
6434,12/19/2022,1.34,5,1,0,0,0,0,,Merle
6434,2/13/2023,2.26,5,1,0,0,0,0,,Merle
6434,5/22/2023,1.42,5,0,0,0,0,0,,Merle
6434,7/17/2023,2.09,5,2,0,0,0,0,,Merle
6434,9/25/2023,1.47,5,4,0,0,0,0,,Merle
6434,11/20/2023,4.2,5,4,0,0,0,0,,Merle
6434,12/18/2023,2.14,5,5,0,0,0,0,,Merle
6434,3/4/2024,1.31,5,0,0,0,0,0,,Merle
6434,3/18/2024,0.23,3,0,0,0,0,0,,Merle
6434,5/13/2024,2.16,5,2,0,0,0,0,,Merle
6433,9/23/2019,3.25,13,3,0,0,0,0,,Merle
6433,11/4/2019,3,7,0,0,0,0,0,,Merle
6433,12/9/2019,6.27,24,0,0,0,0,0,,Merle
6433,3/9/2020,4,13,1,0,0,0,0,,Merle
6433,6/22/2020,4.3,22,1,0,0,0,0,,Merle
6433,9/14/2020,4.05,22,3,0,0,0,0,,Merle
6433,11/9/2020,3.07,13,1,0,0,0,0,,Merle
6433,12/7/2020,2.5,25,2,0,0,0,0,,Merle
6433,2/22/2021,3.57,20,1,0,0,0,0,,Merle
6433,5/3/2021,4.11,30,1,0,0,0,0,,Merle
6433,6/28/2021,4.53,25,2,0,0,0,0,,Merle
6433,10/4/2021,3.45,15,3,0,0,0,0,,Merle
6433,11/1/2021,2.57,1,0,0,0,0,0,,Merle
6433,11/22/2021,3.1,10,0,0,0,0,0,,Merle
6433,12/20/2021,3.48,27,4,1,1,0,0,,Merle
6433,3/21/2022,2.58,14,3,0,0,0,0,,Merle
6433,5/30/2022,2.55,10,1,0,0,0,0,,Merle
6433,7/4/2022,2.55,12,1,0,0,0,0,,Merle
6433,9/9/2022,NA,NA,NA,NA,NA,NA,NA,Ehrung und Verabschiedung langjähriger Kreistagsabgeordneter,Merle
6433,10/10/2022,3.1,14,3,0,0,0,0,,Merle
6433,11/14/2022,2.19,9,1,0,0,0,0,,Merle
6433,11/28/2022,0.59,1,0,0,0,0,0,,Merle
6433,12/19/2022,3.14,24,0,0,0,0,0,,Merle
6433,3/20/2023,2.19,11,1,0,0,0,0,,Merle
6433,5/22/2023,2.45,16,0,0,0,0,0,,Merle
6433,7/10/2023,3.07,16,2,0,0,0,0,,Merle
6433,10/9/2023,1.52,11,1,0,0,0,0,,Merle
6433,11/13/2023,2.37,12,0,0,0,0,0,,Merle
6433,12/18/2023,4.04,20,1,0,0,0,0,,Merle
6433,3/11/2024,2.32,13,2,0,0,0,0,,Merle
6433,4/15/2024,2.5,4,1,0,0,0,0,,Merle
6432,8/16/2019,1.06,7,0,0,0,0,0,,Merle
6432,9/9/2019,4.47,53,2,1,1,0,0,,Merle
6432,11/4/2019,3,28,1,1,1,0,0,,Merle
6432,12/9/2019,3.49,25,0,0,0,0,0,,Merle
6432,2/17/2020,2.26,23,1,1,1,0,0,,Merle
6432,6/22/2020,5.02,45,0,0,0,0,0,,Merle
6432,9/14/2020,3.27,34,0,0,0,0,0,,Merle
6432,11/9/2020,2.44,21,0,0,0,0,0,,Merle
6432,12/14/2020,0.43,26,0,0,0,0,0,,Merle
6432,2/8/2021,1.27,33,0,0,0,0,0,,Merle
6432,3/19/2021,0.52,5,0,0,0,0,0,,Merle
6432,5/10/2021,5.18,42,0,0,0,0,0,,Merle
6432,6/21/2021,4.51,42,2,0,0,0,0,,Merle
6432,9/24/2021,0.26,2,0,0,0,0,0,,Merle
6432,9/27/2021,4.16,48,1,0,0,0,0,,Merle
6432,11/8/2021,2.29,20,0,0,0,0,0,,Merle
6432,12/13/2021,2.4,27,0,0,0,0,0,,Merle
6432,2/21/2022,1.39,22,0,0,0,0,0,,Merle
6432,4/4/2022,3.38,36,2,0,0,0,0,,Merle
6432,5/3/2022,2.12,NA,NA,NA,NA,NA,NA,Niederschrift fehlt,Merle
6432,6/20/2022,4.24,24,0,0,0,0,0,,Merle
6432,9/26/2022,2.13,25,0,0,0,0,0,,Merle
6432,11/7/2022,2.2,21,0,0,0,0,0,,Merle
6432,12/12/2022,1.43,24,0,0,0,0,0,,Merle
6432,2/13/2023,3.05,31,0,0,0,0,0,,Merle
6432,3/27/2023,2.3,27,0,0,0,0,0,,Merle
6432,6/26/2023,2.59,28,1,0,0,0,0,,Merle
6432,9/25/2023,2.09,31,0,0,0,0,0,,Merle
6432,11/6/2023,1.5,17,0,0,0,0,0,,Merle
6432,12/11/2023,1.03,25,1,0,0,0,0,,Merle
6432,2/5/2024,1.14,20,0,0,0,0,0,,Merle
6432,3/18/2024,3.39,21,0,0,0,0,0,,Merle
6432,6/17/2024,1.35,27,0,0,0,0,0,,Merle
6431,9/16/2019,4.35,2,0,0,0,0,0,,Merle
6431,11/4/2019,3.58,2,0,0,0,0,0,,Merle
6431,12/2/2019,5.4,2,0,0,0,0,0,,Merle
6431,2/17/2020,3.02,2,0,0,0,0,0,,Merle
6431,6/29/2020,4.16,2,0,0,0,0,0,,Merle
6431,9/21/2020,3.41,2,1,0,0,0,0,,Merle
6431,11/9/2020,2,2,1,0,0,0,0,,Merle
6431,12/7/2020,4.18,2,0,0,0,0,0,,Merle
6431,5/3/2021,2.3,18,0,0,0,0,0,,Merle
6431,5/31/2021,2.55,2,0,0,0,0,0,,Merle
6431,7/5/2021,1.55,2,0,0,0,0,0,,Merle
6431,9/13/2021,3.35,2,0,0,0,0,0,,Merle
6431,11/15/2021,3.15,2,0,0,0,0,0,,Merle
6431,12/13/2021,4.15,2,0,0,0,0,0,,Merle
6431,2/21/2022,2.1,2,0,0,0,0,0,,Merle
6431,5/23/2022,3.05,2,0,0,0,0,0,,Merle
6431,9/26/2022,2.5,2,0,0,0,0,0,,Merle
6431,11/14/2022,1.34,2,0,0,0,0,0,,Merle
6431,12/12/2022,2.45,2,0,0,0,0,0,,Merle
6431,3/20/2023,1.17,2,0,0,0,0,0,,Merle
6431,7/3/2023,4.2,2,0,0,0,0,0,,Merle
6431,9/25/2023,1.55,2,0,0,0,0,0,,Merle
6431,12/11/2023,2.3,2,0,0,0,0,0,,Merle
6431,2/26/2024,4.15,2,2,0,0,0,0,,Merle
6431,6/24/2024,2.39,2,2,0,0,0,0,,Merle
3256,10/25/2019,1,11,0,0,0,0,0,,Thomas
3256,12/13/2019,2.5,17,0,0,0,0,0,,Thomas
3256,6/26/2020,2,17,0,0,0,0,0,,Thomas
3256,10/23/2020,2,13,0,0,0,0,0,,Thomas
3256,12/11/2020,1.5,17,0,0,0,0,0,,Thomas
3256,3/26/2021,1.5,10,0,0,0,0,0,,Thomas
3256,7/2/2021,1,10,0,0,0,0,0,,Thomas
3256,10/15/2021,1,10,0,0,0,0,0,,Thomas
3256,11/5/2021,1.5,20,0,0,0,0,0,Nach Wahl: Afd hat ab jetzt 2 Abg. im Kreistag,Thomas
3256,12/17/2021,0.5,16,0,0,0,0,0,,Thomas
3256,2/25/2022,1.5,9,0,0,0,0,0,,Thomas
3256,7/1/2022,2,22,0,0,0,0,0,,Thomas
3256,10/14/2022,0.5,11,0,0,0,0,0,,Thomas
3256,12/16/2022,2,18,0,0,0,0,0,,Thomas
3256,6/30/2023,1,17,0,0,0,0,0,,Thomas
3256,10/13/2023,0.5,10,0,0,0,0,0,,Thomas
3256,12/15/2023,2,16,0,0,0,0,0,,Thomas
3256,2/23/2024,0.5,7,0,0,0,0,0,,Thomas
3256,6/21/2024,1,16,0,0,0,0,0,,Thomas
3255,9/2/2019,2,16,0,0,0,0,0,Keine AFD Fraktion im Kreistag,Thomas
3255,11/11/2019,2.5,23,0,0,0,0,0,Keine AFD Fraktion im Kreistag,Thomas
3255,12/19/2019,2,23,0,0,0,0,0,Keine AFD Fraktion im Kreistag,Thomas
3255,2/17/2020,4,25,0,0,0,0,0,Keine AFD Fraktion im Kreistag,Thomas
3255,5/25/2020,2.5,22,0,0,0,0,0,Keine AFD Fraktion im Kreistag,Thomas
3255,6/22/2020,2,15,0,0,0,0,0,Keine AFD Fraktion im Kreistag,Thomas
3255,9/7/2020,3,25,0,0,0,0,0,Keine AFD Fraktion im Kreistag,Thomas
3255,10/26/2020,2.5,25,0,0,0,0,0,Keine AFD Fraktion im Kreistag,Thomas
3255,12/14/2020,3.5,23,0,0,0,0,0,Keine AFD Fraktion im Kreistag,Thomas
3255,2/22/2021,4,26,0,0,0,0,0,AFD Fraktionhat sich  im Kreistag neu gebildet: 2 Abg. in der Farktion,Thomas
3255,5/3/2021,2.5,18,0,0,0,0,0,,Thomas
3255,6/15/2021,1,12,0,0,0,0,0,,Thomas
3255,7/19/2021,4.5,23,0,0,0,0,0,AFD Fraktion hat sich wieder aufgelöst,Thomas
3255,9/6/2021,2.5,16,0,0,0,0,0,Keine AFD Fraktion im Kreistag,Thomas
3255,11/22/2021,2.5,16,0,0,0,0,0,Nach Wahl: Afd hat ab jetzt 2 Abg. im Kreistag,Thomas
3255,12/20/2021,4.5,28,0,0,0,0,0,,Thomas
3255,2/28/2022,5.5,42,0,0,0,0,0,,Thomas
3255,6/13/2022,3,23,0,0,0,0,0,,Thomas
3255,6/27/2022,1,14,0,0,0,0,0,,Thomas
3255,9/5/2022,4.5,27,0,0,0,0,0,,Thomas
3255,12/5/2022,3.5,33,0,0,0,0,0,,Thomas
3255,1/9/2023,0.5,6,0,0,0,0,0,,Thomas
3255,3/6/2023,1.5,24,0,0,0,0,0,,Thomas
3255,6/26/2023,6,38,0,0,0,0,0,,Thomas
3255,10/5/2023,5,32,0,0,0,0,0,,Thomas
3255,11/10/2023,0.5,11,0,0,0,0,0,,Thomas
3255,11/22/2023,0.5,7,0,0,0,0,0,,Thomas
3255,12/4/2023,2,33,0,0,0,0,0,,Thomas
3255,1/26/2024,3,27,0,0,0,0,0,,Thomas
3255,2/26/2024,3,20,0,0,0,0,0,,Thomas
3255,4/15/2024,1.5,18,0,0,0,0,0,,Thomas
3255,6/12/2024,2,21,0,0,0,0,0,,Thomas
3254,9/26/2019,3,27,1,0,0,0,0,keine genauen Abstimmungsergebnisse,Thomas
3254,12/12/2019,4,32,1,0,0,0,0,keine genauen Abstimmungsergebnisse,Thomas
3254,1/30/2020,3,21,1,0,0,0,0,keine genauen Abstimmungsergebnisse,Thomas
3254,5/13/2020,2.5,35,0,0,0,0,0,,Thomas
3254,7/9/2020,3,35,0,0,0,0,0,,Thomas
3254,11/4/2020,2.5,26,2,0,0,0,0,keine genauen Abstimmungsergebnisse,Thomas
3254,12/10/2020,4.5,38,2,0,0,0,0,keine genauen Abstimmungsergebnisse,Thomas
3254,3/25/2021,3.5,33,0,0,0,0,0,,Thomas
3254,6/23/2021,4,25,0,0,0,0,0,,Thomas
3254,7/15/2021,4.5,39,1,1,1,0,0,,Thomas
3254,10/14/2021,2.5,28,0,0,0,0,0,,Thomas
3254,11/18/2021,2.5,32,0,0,0,0,0,Nach Wahl: Afd hat ab jetzt 3 Abg. im Kreistag,Thomas
3254,12/9/2021,1.5,24,0,0,0,0,0,,Thomas
3254,2/28/2022,3,26,0,0,0,0,0,,Thomas
3254,5/5/2022,4.5,30,0,0,0,0,0,,Thomas
3254,6/23/2022,4.5,34,0,0,0,0,0,,Thomas
3254,9/29/2022,5,42,1,0,0,0,0,keine genauen Abstimmungsergebnisse,Thomas
3254,12/8/2022,5,42,1,0,0,0,0,keine genauen Abstimmungsergebnisse,Thomas
3254,3/16/2023,6.5,46,0,0,0,0,0,,Thomas
3254,6/29/2023,6.5,60,1,0,0,0,0,keine genauen Abstimmungsergebnisse,Thomas
3254,9/21/2023,4.5,53,1,0,0,0,0,keine genauen Abstimmungsergebnisse,Thomas
3254,11/22/2023,4.5,31,0,0,0,0,0,,Thomas
3254,12/7/2023,6,21,3,0,0,0,0,keine genauen Abstimmungsergebnisse,Thomas
3254,3/14/2024,5.5,31,1,0,0,0,0,keine genauen Abstimmungsergebnisse,Thomas
3254,6/20/2024,NA,50,1,0,0,0,0,keine genauen Abstimmungsergebnisse; Kein ausführliches Protokoll (Nur Teilanalyse möglich),Thomas
3252,9/24/2019,1,14,0,0,0,0,0,,Thomas
3252,12/17/2019,NA,27,0,0,0,0,0,,Thomas
3252,7/7/2020,2.5,22,0,0,0,0,0,,Thomas
3252,9/1/2020,2.5,16,2,1,1,0,0,,Thomas
3252,9/29/2020,5,15,0,0,0,0,0,,Thomas
3252,12/15/2020,1,25,1,0,0,0,0,,Thomas
3252,3/9/2021,NA,22,0,0,0,0,0,,Thomas
3252,7/20/2021,3,23,0,0,0,0,0,"1 Abg. (vorher Fraktionslos) ist der AFD beigetrete, die Fraktion hat jetzt 5 Mitglieder ",Thomas
3252,10/12/2021,1,11,0,0,0,0,0,,Thomas
3252,11/2/2021,1.5,15,0,0,0,0,0,Nach Wahl: Afd hat ab jetzt 3 Abg. im Kreistag,Thomas
3252,12/21/2021,1,18,0,0,0,0,0,,Thomas
3252,3/15/2022,3,10,0,0,0,0,0,,Thomas
3252,7/12/2022,1.5,19,0,0,0,0,0,,Thomas
3252,10/11/2022,NA,22,0,0,0,0,0,,Thomas
3252,12/20/2022,3.5,23,0,0,0,0,0,,Thomas
3252,3/14/2023,1,18,1,0,0,0,0,,Thomas
3252,6/27/2023,NA,17,0,0,0,0,0,,Thomas
3252,10/4/2023,1,20,0,0,0,0,0,,Thomas
3252,12/19/2023,2,17,0,0,0,0,0,,Thomas
3252,2/27/2024,0.5,14,0,0,0,0,0,,Thomas
3252,6/11/2024,NA,14,0,0,0,0,0,,Thomas
3251,7/2/2019,2,30,1,0,0,0,0,,Thomas
3251,9/30/2019,1,30,0,0,0,0,0,,Thomas
3251,12/2/2019,3,50,0,0,0,0,0,,Thomas
3251,12/20/2019,0.5,7,0,0,0,0,0,,Thomas
3251,3/16/2020,1,24,1,0,0,0,0,,Thomas
3251,6/22/2020,4,24,0,0,0,0,0,,Thomas
3251,9/21/2020,1,22,0,0,0,0,0,,Thomas
3251,12/21/2020,1.5,52,0,0,0,0,0,,Thomas
3251,4/26/2021,2.5,25,2,0,0,0,0,,Thomas
3251,7/19/2021,3.5,32,3,1,1,0,0,,Thomas
3251,10/4/2021,2,26,0,0,0,0,0,,Thomas
3251,11/1/2021,2,22,0,0,0,0,0,,Thomas
3251,12/20/2021,2.5,46,0,0,0,0,0,,Thomas
3251,3/28/2022,2,26,0,0,0,0,0,,Thomas
3251,3/28/2022,1.5,30,0,0,0,0,0,,Thomas
3251,9/9/2022,1.5,30,1,0,0,0,0,keine Anwesenheitsliste,Thomas
3251,12/5/2022,2,39,0,0,0,0,0,keine Anwesenheitsliste,Thomas
3251,3/20/2023,0.5,21,1,0,0,0,0,keine Anwesenheitsliste,Thomas
3251,6/26/2023,1,22,0,0,0,0,0,keine Anwesenheitsliste,Thomas
3251,9/11/2023,1,22,0,0,0,0,0,keine Anwesenheitsliste,Thomas
3251,10/9/2023,1.5,12,0,0,0,0,0,keine Anwesenheitsliste,Thomas
3251,12/4/2023,2,41,0,0,0,0,0,keine Anwesenheitsliste,Thomas
3251,3/4/2024,1,26,1,0,0,0,0,keine Anwesenheitsliste,Thomas
3251,6/10/2024,0.5,36,0,0,0,0,0,keine Anwesenheitsliste,Thomas
3158,7/1/2019,1,21,0,0,0,0,0,,Thomas
3158,9/30/2019,4,30,0,0,0,0,0,,Thomas
3158,1/13/2020,6,37,0,0,0,0,0,,Thomas
3158,7/6/2020,3.5,26,0,0,0,0,0,,Thomas
3158,7/13/2020,3,20,1,0,0,0,0,,Thomas
3158,10/28/2020,4,43,1,0,0,0,0,,Thomas
3158,1/20/2021,NA,6,NA,NA,NA,NA,NA,kein Protokoll,Thomas
3158,2/11/2021,NA,9,NA,NA,NA,NA,NA,kein Protokoll,Thomas
3158,3/22/2021,7,33,0,0,0,0,0,,Thomas
3158,7/5/2021,3,34,1,1,1,0,0,,Thomas
3158,10/11/2021,3,38,1,0,0,0,0,,Thomas
3158,11/15/2021,3,43,0,0,0,0,0,Nach Wahl: Afd hat ab jetzt 3 Abg. im Kreistag,Thomas
3158,2/7/2022,3.5,28,0,0,0,0,0,,Thomas
3158,2/28/2022,1,22,0,0,0,0,0,,Thomas
3158,4/25/2022,2,21,1,0,0,0,0,,Thomas
3158,7/4/2022,3,29,0,0,0,0,0,,Thomas
3158,9/26/2022,3,31,0,0,0,0,0,,Thomas
3158,1/23/2023,4.5,37,0,0,0,0,0,,Thomas
3158,4/17/2023,1.5,18,0,0,0,0,0,,Thomas
3158,7/3/2023,2,24,0,0,0,0,0,,Thomas
3158,11/6/2023,3,36,0,0,0,0,0,,Thomas
3158,1/22/2024,5,31,0,0,0,0,0,,Thomas
3158,4/22/2024,1.5,19,0,0,0,0,0,,Thomas
3158,6/10/2024,3.5,16,0,0,0,0,0,,Thomas
3157,10/23/2019,1.5,20,0,0,0,0,0,,Thomas
3157,12/18/2019,2.5,22,0,0,0,0,0,,Thomas
3157,3/18/2020,0.5,17,0,0,0,0,0,,Thomas
3157,5/20/2020,2,14,0,0,0,0,0,,Thomas
3157,6/24/2020,1.5,20,0,0,0,0,0,,Thomas
3157,8/5/2020,1.5,14,0,0,0,0,0,,Thomas
3157,10/7/2020,1.5,25,1,1,1,0,0,,Thomas
3157,12/16/2020,1,23,0,0,0,0,0,,Thomas
3157,3/10/2021,3,19,0,0,0,0,0,,Thomas
3157,6/30/2021,2.5,31,0,0,0,0,0,,Thomas
3157,10/6/2021,1.5,18,0,0,0,0,0,,Thomas
3157,11/3/2021,2,26,0,0,0,0,0,Nach Wahl: Afd hat ab jetzt 3 Abg. im Kreistag,Thomas
3157,11/17/2021,1.5,37,0,0,0,0,0,,Thomas
3157,12/15/2021,1.5,18,0,0,0,0,0,,Thomas
3157,2/23/2022,2.5,23,0,1,0,1,0,,Thomas
3157,6/22/2022,2.5,31,0,0,0,0,0,,Thomas
3157,10/12/2022,1.5,18,0,0,0,0,0,,Thomas
3157,12/14/2022,2.5,20,0,0,0,0,0,,Thomas
3157,3/15/2023,1,15,0,0,0,0,0,,Thomas
3157,6/14/2023,1,19,0,0,0,0,0,,Thomas
3157,10/11/2023,2.5,19,0,0,0,0,0,,Thomas
3157,12/20/2023,2,20,0,0,0,0,0,,Thomas
