Kreis,Datum,Länge (h),TO-Punkte,AfD-Anträge,Kooperation,Inhaltlich,Personell,Organisatorisch,Notizen,Person
15091,7/1/2019,2.08,22,0,1,0,1,0,,Merle
15091,9/30/2019,3.28,25,2,2,2,0,0,,Merle
15091,11/25/2019,2.06,26,0,0,0,0,0,,Merle
15091,3/9/2020,1.23,16,0,0,0,0,0,,Merle
15091,6/16/2020,1.2,16,1,0,0,0,0,,Merle
15091,10/7/2020,2.18,30,1,0,0,0,0,,Merle
15091,11/30/2020,2.15,29,1,1,1,0,0,,Merle
15091,3/1/2021,2.08,11,0,0,0,0,0,außerplanmäßige Sitzung ,Merle
15091,3/17/2021,2.02,16,2,2,2,0,0,,Merle
15091,4/20/2021,1,12,0,0,0,0,0,,Merle
15091,6/28/2021,1.25,16,0,0,0,0,0,,Merle
15091,7/12/2021,0.57,14,0,0,0,0,0,,Merle
15091,9/27/2021,1.17,26,0,0,0,0,0,,Merle
15091,12/6/2021,1.48,18,0,0,0,0,0,kein Mitglied der AfD Fraktion ist zur Kreistagssitzung erschienen ,Merle
15091,2/21/2022,4.02,16,0,0,0,0,0,Videokonferenz,Merle
15091,4/25/2022,1.2,16,1,1,1,0,0,,Merle
15091,5/30/2022,0.11,7,0,0,0,0,0,außerplanmäßige Sitzung ,Merle
15091,6/27/2022,1.3,15,0,0,0,0,0,,Merle
15091,9/26/2022,1.55,19,1,0,0,0,0,,Merle
15091,11/2/2022,0.33,13,0,0,0,0,0,,Merle
15091,12/12/2022,1.27,18,0,0,0,0,0,,Merle
15091,2/27/2023,1.14,18,0,0,0,0,0,,Merle
15091,4/17/2023,0.3,13,0,0,0,0,0,,Merle
15091,6/19/2023,1.32,16,0,0,0,0,0,,Merle
15091,9/25/2023,1.4,23,0,0,0,0,0,,Merle
15091,11/6/2023,0.52,15,0,0,0,0,0,,Merle
15091,12/11/2023,1.42,22,0,0,0,0,0,,Merle
15091,2/26/2024,2.1,18,NA,NA,NA,NA,NA,,Merle
15091,6/10/2024,0.57,15,NA,NA,NA,NA,NA,,Merle
15090,7/4/2019,4.02,41,2,2,1,1,0,,Merle
15090,9/19/2019,5.2,31,1,0,0,0,0,,Merle
15090,9/23/2019,0.56,31,1,1,1,0,0,,Merle
15090,10/17/2019,2.05,8,0,0,0,0,0,,Merle
15090,11/14/2019,3.28,15,0,0,0,0,0,,Merle
15090,12/12/2019,3.57,30,3,0,0,0,0,,Merle
15090,1/9/2020,1.08,7,0,0,0,0,0,,Merle
15090,3/19/2020,2.1,22,0,0,0,0,0,,Merle
15090,4/2/2020,2.14,12,0,0,0,0,0,,Merle
15090,5/14/2020,1.08,16,0,0,0,0,0,,Merle
15090,6/4/2020,2.43,26,0,0,0,0,0,,Merle
15090,7/16/2020,4.03,11,1,1,1,0,0,,Merle
15090,9/24/2020,4.15,26,1,1,1,0,0,,Merle
15090,11/12/2020,3.56,17,0,0,0,0,0,,Merle
15090,12/10/2020,3.21,18,1,1,1,0,0,,Merle
15090,1/28/2021,3.34,15,0,0,0,0,0,,Merle
15090,4/22/2021,NA,20,0,0,0,0,0,,Merle
15090,6/17/2021,2.07,15,2,2,2,0,0,,Merle
15090,7/8/2021,1.21,8,0,0,0,0,0,,Merle
15090,10/7/2021,4.51,16,1,1,1,0,0,,Merle
15090,11/4/2021,1.36,9,1,0,0,0,0,,Merle
15090,12/9/2021,2.25,25,1,1,1,0,0,,Merle
15090,1/13/2022,2.12,16,2,2,2,0,0,,Merle
15090,3/17/2022,3.22,19,1,0,0,0,0,,Merle
15090,6/23/2022,2.34,23,1,1,1,0,0,,Merle
15090,7/11/2022,1.44,8,0,0,0,0,0,,Merle
15090,9/15/2022,1.55,22,2,1,1,0,0,,Merle
15090,12/8/2022,2.27,26,0,0,0,0,0,,Merle
15090,2/23/2023,3.42,23,1,1,1,0,0,,Merle
15090,5/4/2023,4.08,18,0,0,0,0,0,,Merle
15090,5/25/2023,1.59,18,0,0,0,0,0,,Merle
15090,6/22/2023,1.36,15,0,0,0,0,0,,Merle
15090,7/13/2023,1.15,14,0,0,0,0,0,,Merle
15090,9/14/2023,1.23,16,0,0,0,0,0,,Merle
15090,11/9/2023,1.47,14,0,0,0,0,0,,Merle
15090,12/7/2023,1.5,33,1,1,1,0,0,,Merle
15090,12/20/2023,1.12,9,0,0,0,0,0,,Merle
15090,2/15/2024,1.49,26,2,2,2,0,0,,Merle
15090,2/29/2024,1.21,27,1,1,1,0,0,,Merle
15090,4/18/2024,2.08,27,NA,NA,NA,NA,NA,,Merle
15090,5/16/2024,2.2,8,NA,NA,NA,NA,NA,,Merle
15088,7/2/2019,5.56,24,3,3,1,2,0,,Merle
15088,7/29/2019,0.3,6,1,1,1,0,0,,Merle
15088,10/2/2019,2.34,26,3,3,3,0,0,,Merle
15088,10/30/2019,2.3,31,0,0,0,0,0,,Merle
15088,12/11/2019,2.53,24,0,0,0,0,0,,Merle
15088,3/4/2020,1.36,19,1,0,0,0,0,,Merle
15088,5/11/2020,NA,4,0,0,0,0,0,vereinfachtes schriftliches Verfahren,Merle
15088,7/8/2020,3.17,37,1,1,1,0,0,,Merle
15088,9/16/2020,2.35,19,3,0,0,0,0,,Merle
15088,10/28/2020,2.11,20,0,0,0,0,0,,Merle
15088,12/9/2020,2.33,29,2,1,1,0,0,,Merle
15088,4/21/2021,2.31,27,2,0,0,0,0,,Merle
15088,7/7/2021,2.1,26,0,0,0,0,0,,Merle
15088,9/15/2021,2.11,25,1,0,0,0,0,,Merle
15088,11/3/2021,1.32,20,0,0,0,0,0,,Merle
15088,12/15/2021,3.55,30,1,0,0,0,0,,Merle
15088,4/6/2022,2.46,30,3,0,0,0,0,,Merle
15088,7/6/2022,3,26,1,0,0,0,0,,Merle
15088,9/14/2022,1.34,20,3,2,2,0,0,,Merle
15088,10/19/2022,2.52,32,2,0,0,0,0,,Merle
15088,12/14/2022,2.16,23,1,1,1,0,0,,Merle
15088,3/1/2023,3.12,23,1,0,0,0,0,,Merle
15088,5/10/2023,4.14,26,1,0,0,0,0,,Merle
15088,7/5/2023,0.55,7,0,0,0,0,0,,Merle
15088,9/6/2023,2.16,29,1,1,1,0,0,,Merle
15088,11/1/2023,2.15,19,2,0,0,0,0,,Merle
15088,12/6/2023,3.33,24,1,0,0,0,0,,Merle
15088,3/6/2024,2.31,16,NA,NA,NA,NA,NA,,Merle
15087,7/3/2019,5.05,26,1,2,1,1,0,,Merle
15087,9/25/2019,5.33,16,3,3,1,2,0,,Merle
15087,11/13/2019,3.41,16,2,2,2,0,0,,Merle
15087,12/11/2019,5,15,1,0,0,0,0,,Merle
15087,2/5/2020,2.36,15,1,1,1,0,0,,Merle
15087,2/28/2020,2.41,10,0,0,0,0,0,,Merle
15087,4/29/2020,3.07,15,0,0,0,0,0,,Merle
15087,6/8/2020,1.3,12,0,0,0,0,0,,Merle
15087,7/8/2020,3.08,12,1,0,0,0,0,,Merle
15087,9/23/2020,2.14,12,0,0,0,0,0,,Merle
15087,11/11/2020,2.52,13,1,0,0,0,0,,Merle
15087,12/9/2020,3.43,12,1,0,0,0,0,,Merle
15087,2/17/2021,3.07,11,0,0,0,0,0,,Merle
15087,4/7/2021,2.48,12,0,0,0,0,0,,Merle
15087,6/23/2021,2.38,12,0,0,0,0,0,,Merle
15087,7/20/2021,1.05,11,0,0,0,0,0,,Merle
15087,9/22/2021,1.5,12,0,0,0,0,0,,Merle
15087,11/3/2021,1.35,12,0,0,0,0,0,,Merle
15087,12/15/2021,3.3,13,0,0,0,0,0,,Merle
15087,2/23/2022,2.25,14,0,0,0,0,0,,Merle
15087,4/20/2022,2.16,11,0,0,0,0,0,,Merle
15087,6/15/2022,3.14,12,0,0,0,0,0,,Merle
15087,9/21/2022,2.4,12,0,0,0,0,0,,Merle
15087,11/16/2022,3,13,0,0,0,0,0,,Merle
15087,12/7/2022,2.5,11,0,0,0,0,0,,Merle
15087,3/15/2023,3.5,12,0,0,0,0,0,,Merle
15087,4/19/2023,1.2,12,1,0,0,0,0,,Merle
15087,6/14/2023,2.35,12,0,0,0,0,0,,Merle
15087,9/20/2023,3.45,12,0,0,0,0,0,,Merle
15087,11/15/2023,1.45,14,0,0,0,0,0,,Merle
15087,12/6/2023,1.55,10,0,0,0,0,0,,Merle
15087,2/14/2024,1.35,11,0,0,0,0,0,,Merle
15087,4/22/2024,3,12,0,0,0,0,0,,Merle
15087,5/8/2024,0.2,10,0,0,0,0,0,,Merle
15086,7/3/2019,2.12,25,0,0,0,0,0,,Merle
15086,8/21/2019,4,16,0,0,0,0,0,,Merle
15086,9/25/2019,4,18,0,0,0,0,0,,Merle
15086,12/18/2019,2.55,26,0,0,0,0,0,,Merle
15086,6/3/2020,2.42,30,0,0,0,0,0,,Merle
15086,9/30/2020,2.25,22,0,0,0,0,0,,Merle
15086,11/25/2020,1.34,28,2,1,1,0,0,,Merle
15086,2/17/2021,NA,16,0,0,0,0,0,Zeit nicht dokumentiert,Merle
15086,3/24/2021,3.32,36,2,1,1,0,0,,Merle
15086,5/12/2021,NA,1,0,0,0,0,0,Zeit nicht dokumentiert ,Merle
15086,6/16/2021,NA,26,0,0,0,0,0,Zeit nicht dokumentiert,Merle
15086,7/7/2021,0.45,14,0,0,0,0,0,,Merle
15086,8/26/2021,NA,1,0,0,0,0,0,Zeit nicht dokumentiert,Merle
15086,10/13/2021,1.22,28,1,1,1,0,0,,Merle
15086,12/7/2021,NA,32,1,0,0,0,0,Zeit nicht dokumentiert,Merle
15086,3/9/2022,2.29,25,1,1,1,0,0,,Merle
15086,6/15/2022,2.15,25,0,0,0,0,0,,Merle
15086,9/28/2022,1.19,24,1,0,0,0,0,,Merle
15086,12/7/2022,1.34,35,0,0,0,0,0,,Merle
15086,3/29/2023,1.5,24,0,0,0,0,0,,Merle
15086,6/14/2023,NA,29,1,1,1,0,0,Zeit nicht dokumentiert,Merle
15086,9/27/2023,NA,23,0,0,0,0,0,Zeit nicht dokumentiert,Merle
15086,11/29/2023,NA,31,0,0,0,0,0,Zeit nicht dokumentiert,Merle
15086,3/20/2024,NA,27,0,0,0,0,0,Zeit nicht dokumentiert,Merle
15086,4/24/2024,NA,NA,NA,NA,NA,NA,NA,,Merle
15086,6/19/2024,NA,NA,NA,NA,NA,NA,NA,,Merle
13076,9/26/2019,4,18,0,0,0,0,0,kein auführliches Protokoll,Ella
13076,10/24/2019,4.5,42,13,0,0,0,0,kein auführliches Protokoll; Blockwahl/Nachbenennung,Ella
13076,12/17/2019,6,27,4,4,4,0,0,kein auführliches Protokoll; keine Anwesenheitsliste,Ella
13076,3/5/2020,5.5,30,3,3,3,0,0,kein auführliches Protokoll; keine Anwesenheitsliste,Ella
13076,6/4/2020,6.5,36,9,0,0,0,0,kein auführliches Protokoll; keine Anwesenheitsliste,Ella
13076,9/8/2020,5.5,63,23,1,1,0,0,kein auführliches Protokoll; keine Anwesenheitsliste,Ella
13076,9/22/2020,1.5,NA,NA,1,1,0,0,Neubesetzungen und Abberufungen,Ella
13076,10/20/2020,6,50,4,0,0,0,0,ein Antrag zurückgezogen,Ella
13076,12/1/2020,0.5,7,0,0,0,0,0,,Ella
13076,12/15/2020,3.5,17,0,0,0,0,0,,Ella
13076,3/23/2021,5,37,2,1,1,0,0,ein Antrag von Tagesordnung gestrichen,Ella
13076,6/15/2021,6,31,2,0,0,0,0,Anträge zurückgezogen,Ella
13076,9/16/2021,3.5,19,0,0,0,0,0,,Ella
13076,12/14/2021,5.5,30,0,0,0,0,0,,Ella
13076,3/10/2022,0.5,5,0,0,0,0,0,,Ella
13076,3/29/2022,6.5,17,0,0,0,0,0,,Ella
13076,4/26/2022,2.5,11,0,0,0,0,0,,Ella
13076,6/16/2022,4,19,0,0,0,0,0,,Ella
13076,9/13/2022,6,24,0,0,0,0,0,,Ella
13076,10/27/2022,6,24,3,0,0,0,0,"Abstimmung verschoben, 2 von Tagesordnung gestrichen",Ella
13076,12/13/2022,6,21,1,0,0,0,0,Antrag zurückgezogen,Ella
13076,3/2/2023,6,21,1,2,1,1,0,Antrag zurückgezogen,Ella
13076,4/27/2023,4,27,1,1,1,0,0,,Ella
13076,6/29/2023,6,24,0,0,0,0,0,,Ella
13076,10/19/2023,5,33,2,1,1,0,0,kein auführliches Protokoll; keine Anwesenheitsliste; 1 von Tagesordnung genommen,Ella
13076,12/12/2023,5.5,25,3,3,3,0,0,1 von Tagesordnung genommen,Ella
13076,3/7/2024,6,24,0,0,0,0,0,,Ella
13076,3/14/2024,1.5,NA,0,0,0,0,0,kein ausführliches Protokoll,Ella
13076,5/14/2024,5.5,20,0,0,0,0,0,kein ausführliches Protokoll; fehlende Daten,Ella
13075,9/9/2019,5,41,2,2,2,0,0,in Wahlkreis 13075 lässt sich die genaue Anwesenheit mit Parteizugehörigkeit nicht überprüfen,Ella
13075,11/25/2019,4.5,51,10,4,4,0,0,zwei Anträge zurückgezogen; ein Antrag in einen Ausschuss verwiesen,Ella
13075,3/2/2020,3.5,33,1,0,0,0,0,Nachbenennung,Ella
13075,6/15/2020,4.5,34,1,0,0,0,0,,Ella
13075,8/24/2020,3.5,31,0,0,0,0,0,,Ella
13075,10/12/2020,3.5,31,0,0,0,0,0,"ein Antrag, der zunächst von AfD geplant war, wurde von anderen Fraktionen (ohne die AfD übernommen: eine Kooperation wurde verweigert, AfD hat den Antrag vor der Sitzung zurückgezogen, weshalb er nicht als AfD-Antrag gelistet wird",Ella
13075,12/7/2020,4,47,1,0,0,0,0,,Ella
13075,2/12/2021,0.5,10,0,0,0,0,0,,Ella
13075,3/15/2021,6,34,2,1,1,0,0,ein Antrag: namentliche Abstimmung über TOP,Ella
13075,5/17/2021,5,25,3,0,0,0,0,ein Antrag: namentliche Abstimmung über TOP,Ella
13075,8/23/2021,3,43,4,0,0,0,0,4 AfD-Mitglieder aus Fraktion ausgetreten und wollen eine neue Fraktion gründen; 4 Beschlussvorlagen zurückgezogen,Ella
13075,6/9/2021,0.25,18,0,0,0,0,0,,Ella
13075,10/11/2021,1.5,21,0,0,0,0,0,,Ella
13075,12/6/2021,3.5,35,1,0,0,0,0,,Ella
13075,2/28/2022,2,28,2,0,0,0,0,einmal Nachbenennung,Ella
13075,6/13/2022,2,35,3,0,0,0,0,3 mal Nachbenennung,Ella
13075,9/12/2022,2.5,23,0,0,0,0,0,,Ella
13075,10/24/2022,1.5,17,0,0,0,0,0,,Ella
13075,11/28/2022,2,37,0,0,0,0,0,,Ella
13075,2/27/2023,5,33,1,0,0,0,0,,Ella
13075,5/8/2023,4.5,43,0,0,0,0,0,,Ella
13075,7/3/2023,3,43,1,0,0,0,0,,Ella
13075,9/25/2023,3,41,0,0,0,0,0,,Ella
13075,11/27/2023,4.5,41,0,0,0,0,0,,Ella
13075,2/19/2024,3,29,1,0,0,0,0,,Ella
13075,4/29/2024,2,38,1,0,0,0,0,,Ella
13074,9/12/2019,2,19,1,0,0,0,0,Nachbenennung; im Wahlkreis 13074 lässt sich die genaue Anwessenheit mit Parteizugehörigkeit nicht überprüfen,Ella
13074,10/17/2019,NA,14,1,0,0,0,0,,Ella
13074,12/12/2019,5,39,1,0,0,0,0,Änderungsantrag erledigt sich durch andere Abstimmung,Ella
13074,2/20/2020,5.5,27,1,0,0,0,0,Nachbenennung; leichte wörtliche Auseinandersetzung Linke/AfD,Ella
13074,4/6/2020,NA,2,0,0,0,0,0,keine richtige Sitzung,Ella
13074,5/7/2020,3.5,16,1,1,1,0,0,,Ella
13074,6/18/2020,3.5,19,0,0,0,0,0,,Ella
13074,8/20/2020,4.5,19,0,0,0,0,0,,Ella
13074,8/26/2020,2.5,30,0,0,0,0,0,,Ella
13074,10/15/2020,5,28,2,0,0,0,0,einmal Nachbenennung; ein Antrag zurückgezogen,Ella
13074,12/3/2020,4,36,0,0,0,0,0,,Ella
13074,12/9/2020,3,36,0,0,0,0,0,,Ella
13074,2/24/2021,3.5,13,0,0,0,0,0,,Ella
13074,3/17/2021,4,37,0,0,0,0,0,,Ella
13074,3/24/2021,4,37,1,1,1,0,0,,Ella
13074,4/8/2021,4,24,0,0,0,0,0,,Ella
13074,4/23/2021,1.5,3,0,0,0,0,0,,Ella
13074,6/17/2021,3.5,19,2,2,2,0,0,,Ella
13074,8/19/2021,4,31,1,0,0,0,0,,Ella
13074,10/14/2021,1.5,16,0,0,0,0,0,,Ella
13074,12/9/2021,4,37,0,0,0,0,0,,Ella
13074,2/3/2022,2.5,18,0,0,0,0,0,,Ella
13074,3/24/2022,4,22,0,0,0,0,0,,Ella
13074,5/5/2022,3.5,19,2,0,0,0,0,beide Punkte von der Tagesordnung abgesetzt,Ella
13074,6/23/2022,4,20,4,4,4,0,0,,Ella
13074,9/1/2022,2,17,0,0,0,0,0,,Ella
13074,9/28/2022,0.5,8,0,0,0,0,0,,Ella
13074,10/20/2022,3,19,2,2,2,0,0,,Ella
13074,12/1/2022,3.5,28,2,2,2,0,0,,Ella
13074,1/26/2023,NA,7,2,2,2,0,0,,Ella
13074,2/2/2023,3,22,3,0,0,0,0,"ein Antrag von der Tagesordnung abgesetzt; einem Antrag zugestimmt, der aber geändert wurde und nicht direkt von der AfD kam",Ella
13074,2/22/2023,2.25,11,3,0,0,0,0,"einem Antrag zugestimmt, der aber geändert wurde und somit nicht direkt von der AfD kam; zwei Anträge Teil der nicht-öffentlichen Sitzung und somit nicht einsehbar",Ella
13074,3/23/2023,4,20,1,1,1,0,0,,Ella
13074,5/11/2023,3.5,29,1,1,1,0,0,,Ella
13074,7/6/2023,4,39,2,2,2,0,0,,Ella
13074,9/7/2023,3,21,1,1,1,0,0,,Ella
13074,10/19/2023,3.5,20,3,2,2,0,0,,Ella
13074,12/7/2023,4.25,36,2,1,1,0,0,einmal Nachbenennung,Ella
13074,2/1/2024,2,20,1,0,0,0,0,von Tagesordnung abgesetzt,Ella
13074,3/21/2024,3.5,25,4,2,2,0,0,2 Anträge zurückgezogen,Ella
12073,9/18/2019,4,36,1,0,0,0,0,"KREIS GIBT ABSTIMMUNGSERGEBNISSE NUR ALS MEHRHEITLICH AN, KEINE GENAUEN ZAHLEN",Thomas
12073,12/4/2019,3.5,33,0,0,0,0,0,,Thomas
12073,3/18/2020,NA,NA,NA,NA,NA,NA,NA,Kein Protokoll (Niederschrift) für diese Sitzung  auffindbar ,Thomas
12073,6/17/2020,3,42,1,0,0,0,0,,Thomas
12073,7/15/2020,0.5,7,0,0,0,0,0,,Thomas
12073,9/23/2020,3.5,31,1,0,0,0,0,,Thomas
12073,12/2/2020,3,22,1,0,0,0,0,,Thomas
12073,3/10/2021,4,23,1,0,0,0,0,,Thomas
12073,6/9/2021,5.5,31,0,0,0,0,0,,Thomas
12073,8/20/2021,NA,NA,NA,NA,NA,NA,NA,Kein Protokoll (Niederschrift) für diese Sitzung  auffindbar ,Thomas
12073,9/7/2021,0.5,7,0,0,0,0,0,,Thomas
12073,9/15/2021,3.5,24,0,0,0,0,0,,Thomas
12073,10/20/2021,0.5,8,0,0,0,0,0,,Thomas
12073,12/8/2021,2.5,22,1,0,0,0,0,,Thomas
12073,1/19/2022,0.5,2,0,0,0,0,0,,Thomas
12073,2/7/2022,1,9,0,0,0,0,0,,Thomas
12073,3/16/2022,2.5,24,1,0,0,0,0,,Thomas
12073,6/8/2022,3,21,0,0,0,0,0,,Thomas
12073,6/23/2022,1.5,8,0,0,0,0,0,,Thomas
12073,9/14/2022,3.5,30,1,0,0,0,0,,Thomas
12073,10/19/2022,NA,NA,NA,NA,NA,NA,NA,Kein Protokoll (Niederschrift) für diese Sitzung auffindbar,Thomas
12073,12/7/2022,4,43,0,0,0,0,0,,Thomas
12073,2/21/2023,0.5,7,0,0,0,0,0,,Thomas
12073,3/8/2023,3.5,22,1,0,0,0,0,,Thomas
12073,4/18/2023,3,7,3,1,1,0,0,,Thomas
12073,6/14/2023,4,26,0,0,0,0,0,,Thomas
12073,9/27/2023,3.5,32,1,0,0,0,0,,Thomas
12073,12/12/2023,3,28,0,0,0,0,0,,Thomas
12073,2/27/2024,0.5,7,0,0,0,0,0,,Thomas
12073,3/6/2024,3,32,0,0,0,0,0,,Thomas
16062,9/3/2019,4,20,2,0,0,0,0,TOP 20 AfD Änd. Antr. zur Flüchtlingsunterbringung zurückgezogen ,Robin
16062,12/17/2019,4.2,33,0,0,0,0,0,,Robin
16062,11/5/2019,2.25,16,0,0,0,0,0,,Robin
16062,1/21/2020,3.5,14,1,0,0,0,0,TOP 4 AfD will TO ändern (keine Infos zu Abstimmung),Robin
16062,5/12/2020,3.1,21,1,0,0,0,0,"AfD initierter TOP 21 abgesetz, rechtlich nicht möglich",Robin
16062,7/7/2020,2.8,23,1,0,0,0,0,,Robin
16062,9/29/2020,3.7,34,0,0,0,0,0,,Robin
16062,12/8/2020,2.8,30,1,0,0,0,0,"Ein AfD Antrag wurde am Anfang von der TOP mehrheitlich gestrichen, da nicht im zuständigkeitsbereich",Robin
16062,3/9/2021,4.3,31,1,1,1,0,0,,Robin
16062,5/25/2021,3,18,1,0,0,0,0,"Ein AfD Antrag wurde am Anfang von der TOP mehrheitlich gestrichen, da nicht im zuständigkeitsbereich",Robin
16062,7/13/2021,2.2,23,0,0,0,0,0,,Robin
16062,10/5/2021,0.75,20,0,0,0,0,0,,Robin
16062,11/23/2021,1.7,20,1,1,1,0,0,,Robin
16062,12/14/2021,2.3,21,0,0,0,0,0,,Robin
16062,3/29/2022,2.8,26,0,0,0,0,0,Keine Info laut: https://ratsinfo.landratsamt-nordhausen.de/meeting.php?id=ni_2022-KT-118,Robin
16062,5/17/2022,1.4,14,0,0,0,0,0,,Robin
16062,6/28/2022,2.8,19,0,0,0,0,0,,Robin
16062,9/27/2022,2.4,24,0,0,0,0,0,,Robin
16062,12/13/2022,2,25,0,0,0,0,0,,Robin
16062,3/7/2023,2.3,21,0,0,0,0,0,,Robin
16062,5/2/2023,1.8,16,1,0,0,0,0,"Ein AfD Antrag wurde am Anfang von der TOP mehrheitlich gestrichen, da nicht im zuständigkeitsbereich",Robin
16062,6/27/2023,2.4,22,0,0,0,0,0,,Robin
16062,9/26/2023,1.2,22,0,0,0,0,0,,Robin
16062,11/7/2023,2.6,18,0,0,0,0,0,,Robin
16062,12/19/2023,2.1,29,2,0,0,0,0,"Ein AfD Antrag wurde am Anfang von der TOP mehrheitlich gestrichen, da nicht im zuständigkeitsbereich",Robin
16062,2/6/2024,2.8,16,0,0,0,0,0,,Robin
16062,3/19/2024,1.2,15,0,0,0,0,0,,Robin
16062,4/23/2024,2,27,0,0,0,0,0,Keine INFOS,Robin
12051,8/28/2019,2.8,50,0,0,0,0,0,,Florian
12051,9/25/2019,4.2,41,2,2,2,0,0,,Florian
12051,10/30/2019,5.75,52,2,1,1,0,0,,Florian
12051,11/27/2019,3.5,41,0,0,0,0,0,,Florian
12051,12/18/2019,1.75,34,0,0,0,0,0,,Florian
12051,1/29/2020,4.6,38,0,0,0,0,0,,Florian
12051,2/26/2020,2.25,41,1,1,1,0,0,,Florian
12051,5/13/2020,4,41,0,0,0,0,0,,Florian
12051,5/27/2020,4.25,46,0,0,0,0,0,,Florian
12051,6/24/2020,6.25,57,1,1,1,0,0,,Florian
12051,9/30/2020,6,63,0,0,0,0,0,,Florian
12051,10/28/2020,1.5,43,1,0,0,0,0,,Florian
12051,11/25/2020,4,43,0,0,0,0,0,,Florian
12051,12/16/2020,1,36,0,0,0,0,0,,Florian
12051,2/24/2021,6,85,2,1,1,0,0,,Florian
12051,3/31/2021,4,74,1,0,0,0,0,,Florian
12051,4/28/2021,4.9,40,0,0,0,0,0,"Es gab einen AfD-Antrag, einen Antrag der Linken zurück in die Ausschüsse zuverweisen, der mehrheitliche Zustimmung erhalten hat",Florian
12051,5/26/2021,5,38,1,0,0,0,0,,Florian
12051,6/23/2021,5.8,46,0,0,0,0,0,,Florian
12051,9/29/2021,5.4,60,1,1,1,0,0,,Florian
12051,10/27/2021,1.6,36,0,0,0,0,0,,Florian
12051,11/24/2021,4.1,44,0,0,0,0,0,,Florian
12051,12/22/2021,3.5,35,0,0,0,0,0,,Florian
12051,1/26/2022,1.3,27,0,0,0,0,0,,Florian
12051,2/23/2022,6.2,55,2,1,1,0,0,,Florian
12051,3/30/2022,4.6,48,0,0,0,0,0,,Florian
12051,4/27/2022,2,30,0,0,0,0,0,,Florian
12051,5/25/2022,1.8,26,0,0,0,0,0,,Florian
12051,6/29/2022,4.2,59,0,1,0,1,0,,Florian
12051,9/28/2022,5.7,59,0,0,0,0,0,,Florian
12051,10/26/2022,3.7,36,0,0,0,0,0,,Florian
12051,11/30/2022,5.5,45,0,0,0,0,0,,Florian
12051,12/21/2022,2.4,40,0,0,0,0,0,,Florian
12051,1/25/2023,3.3,33,0,0,0,0,0,,Florian
12051,3/1/2023,3.3,42,0,0,0,0,0,,Florian
12051,3/29/2023,2,40,0,0,0,0,0,,Florian
12051,4/26/2023,4.8,35,0,0,0,0,0,,Florian
12051,5/31/2023,3.4,37,1,0,0,0,0,,Florian
12051,6/28/2023,5.6,59,0,0,0,0,0,,Florian
12051,9/27/2023,5,79,3,2,2,0,0,,Florian
12051,10/25/2023,6.2,51,NA,NA,NA,NA,NA,,Florian
12051,11/29/2023,3.6,50,0,0,0,0,0,,Florian
12051,12/20/2023,5,46,1,0,0,0,0,,Florian
12051,1/31/2024,4.5,46,0,0,0,0,0,,Florian
12051,2/28/2024,1.9,37,2,1,1,0,0,,Florian
12051,3/27/2024,2.2,36,0,0,0,0,0,,Florian
12051,4/24/2024,4.6,50,0,0,0,0,0,,Florian
12051,5/29/2024,4.6,NA,NA,NA,NA,NA,NA,,Florian
13073,9/23/2019,3.5,35,4,1,1,0,0,AfD in AFVR umbenannt; 2 Anträge zurückgezogen,Ella
13073,12/9/2019,3.5,38,0,0,0,0,0,,Ella
13073,2/24/2020,4,24,1,0,0,0,0,"Antrag zur Änderung der Tagesordnung: zurückgezogen, AFVR wieder aufgelöst",Ella
13073,9/3/2020,2.25,12,1,0,0,0,0,,Ella
13073,4/15/2020,NA,1,0,0,0,0,0,,Ella
13073,6/15/2020,3.25,27,0,0,0,0,0,,Ella
13073,10/12/2020,5,44,5,0,0,0,0,ein Dringlichkeitsantrag abgelehnt; ein Antrag zurückgezogen,Ella
13073,12/14/2020,2,62,9,1,1,0,0,8 Anträge von Tagesordnung abgesetzt oder zurückgezogen,Ella
13073,2/22/2021,2.5,29,4,0,0,0,0,alle Anträge zurückgezogen,Ella
13073,6/7/2021,4.5,29,2,0,0,0,0,,Ella
13073,6/14/2021,2.25,26,0,0,0,0,0,,Ella
13073,8/3/2021,3.25,27,5,0,0,0,0,,Ella
13073,10/11/2021,2,29,0,0,0,0,0,,Ella
13073,12/13/2021,4.5,44,0,0,0,0,0,,Ella
13073,2/28/2022,4.5,32,0,0,0,0,0,,Ella
13073,4/25/2022,3.5,27,0,0,0,0,0,,Ella
13073,6/27/2022,3.5,29,0,0,0,0,0,,Ella
13073,12/12/2022,2.5,36,5,1,1,0,0,,Ella
13073,2/6/2023,1.5,7,4,0,0,0,0,drei Dringlichkeitsanträge abgelehnt,Ella
13073,3/13/2023,3.75,39,0,0,0,0,0,,Ella
13073,5/8/2023,3.5,24,0,0,0,0,0,,Ella
13072,8/28/2019,2,9,3,0,0,0,0,Nachbenennung,Ella
13072,10/23/2019,2,15,2,0,0,0,0,,Ella
13072,12/4/2019,4,23,2,0,0,0,0,,Ella
13072,2/26/2020,2,12,0,0,0,0,0,,Ella
13072,3/30/2020,NA,1,0,0,0,0,0,,Ella
13072,4/1/2020,NA,2,1,1,1,0,0,,Ella
13072,5/27/2020,4,17,1,0,0,0,0,Änderungsantrantrag: keine ausführlichen Abstimmungergebnisse dokumentiert,Ella
